 ,OBJECTID,Verified_B,Latitude,Longitude,CLASS_OB_1,ACRES_1,SITENAME_1,COUNTY,DESIG,REGION,TRAIL,NATURALAREA,HUNTING,FISHING,PICNIC,WATERREC,Playgrounds,Sports Facilities,ADA Compliant,Waste Receptacles,Restroom Facilities,No Fee/Reservation Required,TOT SCORE,COMMENTS
yes,1618,Jan-Michael Archer,38.1553334417,-75.6212174724,Natural Area 1149,0,WELLINGTION WMA,Somerset,WMA,EASTERN,0,1,0,0,0,0,0,0,,,,,1, 
yes,1648,Jan-Michael Archer,38.0069041264,-75.8667927980,Fishing 325,0,JANES ISLAND SP,Somerset,SP,EASTERN,0,1,1,1,1,1,0,0,,,1,,6, 
yes,328,Coline Bodenreider,37.9777606217,-75.8636172211,Picnic 806,0,Crisfield City Dock,Somerset,COUNTY,EASTERN,0,0,0,0,1,1,0,0,,,,,2, 
yes,329,Coline Bodenreider,37.9783160658,-75.8638338724,Picnic 258,0,Crisfield County Dock,Somerset,COUNTY,EASTERN,0,0,0,0,1,0,0,0,,,,,1, 
yes,339,Coline Bodenreider,38.1686121682,-75.9460116502,Water Recreation 444,0,Deal Island Harbour,Somerset,COUNTY,EASTERN,0,0,0,0,0,1,0,0,,,,,1, 
yes,355,Coline Bodenreider,37.9964311142,-76.0328990251,Water Recreation 446,0,Ewell Dock,Somerset,COUNTY,EASTERN,0,0,0,0,0,1,0,,,,,,1, 
yes,626,Coline Bodenreider,38.1185749132,-75.8239441127,Hunting 86,5224,Fairmount WMA,Somerset,COUNTY,EASTERN,0,1,1,0,0,0,,,,,,,2,Deleted FAIRMOUNT WMA
yes,631,Coline Bodenreider,38.1742978540,-75.8746194287,Water Recreation 445,13564,Deal Island WMA,Somerset,COUNTY,EASTERN,0,0,0,0,0,1,,,,,,,1,"Deleted ""DEAL ISLAND WMA"" which was a duplicate entry"
yes,648,Jameela Rogers,38.1095744999,-75.7203109305,Natural Area 955,0,Great Hope Golf Course,Somerset,COUNTY,EASTERN,0,1,0,0,1,0,0,1,,1,1,,5, 
yes,930,Jewel Aleshire,38.1167314366,-75.6688060422,Natural Area 956,0,Lake Somerset Campground,Somerset,COUNTY,EASTERN,0,1,0,0,0,0,1,1,,1,1,0,5, 
yes,991,Jewel Aleshire,38.1307190957,-75.7006583593,Picnic 808,46,Long Centralized Athletic Facility,Somerset,COUNTY,EASTERN,1,0,0,0,1,0,0,1,,1,1,,5, 
yes,1021,Jewel Aleshire,38.2053491914,-75.6965538561,Picnic 809,0,Manokin River Park,Somerset,COUNTY,EASTERN,0,0,0,0,1,0,0,0,,,,,1, 
yes,1240,Jewel Aleshire,37.9745266372,-75.8499700723,Trail 882,0,Woodson Middle School,Somerset,COUNTY,EASTERN,1,0,0,0,0,0,1,1,,1,1,1,6,This is a middle school
yes,1367,Samuel Bara-Garcia,38.2083774013,-75.6990619790,Picnic 810,0,Princess Anne Little League,Somerset,COUNTY,EASTERN,0,0,0,0,1,0,,1,,1,1,,4, 
yes,1546,Jan-Michael Archer,38.2056684082,-75.7033219557,Picnic 811,0,Somerset Civic Ruritan Ball Field,Somerset,COUNTY,EASTERN,0,0,0,0,1,0,,1,,1,1,,4, 
yes,1547,Jan-Michael Archer,38.1018746235,-75.7229884217,Water Recreation 447,0,Somerset Intermediate School,Somerset,COUNTY,EASTERN,0,0,0,0,0,1,,1,,1,1,,4,This is a midle school
yes,1603,Jan-Michael Archer,38.1047637714,-75.7873497212,Picnic 812,0,Upper Hill Playground,Somerset,COUNTY,EASTERN,0,0,0,0,1,0,1,0,,,,,2, 
yes,1610,Jan-Michael Archer,37.9975333917,-75.8252578240,Picnic 813,0,W Glenn Ward Park,Somerset,COUNTY,EASTERN,0,0,0,0,1,0,,1,,1,1,,4, 
yes,1616,Jan-Michael Archer,38.2482469995,-75.8303957399,Water Recreation 448,0,Websters Cove Marina,Somerset,COUNTY,EASTERN,0,0,0,0,0,1,0,1,,1,1,,4, 
yes,2,Menna Kassa,38.2602623212,-76.6452211203,Fishing 39,0,Abell's Wharf,St Marys,COUNTY,SOUTHERN,0,0,0,1,0,1,0,0,1,0,0,0,3,"HUNTING - 0, FISHING 110"
yes,23,Menna Kassa,38.2788620187,-76.5574362267,Natural Area 168,0,Beavan Property,St Marys,COUNTY,SOUTHERN,0,1,0,0,0,0,,,,,,,1," HUNTING, FISHING - 0 ------ No marker on google maps/ could not find"
yes,48,Menna Kassa,38.2843273258,-76.8008323132,Fishing 40,0,Bushwood Wharf,St Marys,COUNTY,SOUTHERN,0,0,0,0,0,1,0,0,1,0,0,0,2,"HUNTING - 0, FISHING - 170"
yes,61,Menna Kassa,38.2389144148,-76.3938167682,Fishing 55,0,Shannon Farm Park,St Marys,COUNTY,SOUTHERN,0,1,0,1,0,1,0,0,,0,0,0,3,HUNTING - 0
yes,314,Coline Bodenreider,38.3760138392,-76.8130753260,Picnic 192,0,Chaptico Park,St Marys,COUNTY,SOUTHERN,1,0,0,0,1,0,1,1,1,1,1,0,7,4 acre for picnic
yes,315,Coline Bodenreider,38.3217425528,-76.8305602929,Fishing 41,0,Chaptico Wharf,St Marys,COUNTY,SOUTHERN,0,0,0,1,1,1,0,0,1,0,0,0,4,"140 acre for fishing, 2 for picnic"
yes,323,Coline Bodenreider,38.2841612063,-76.6433238887,Trail 218,0,College of Southern Maryland,St Marys,COUNTY,SOUTHERN,1,0,0,0,0,0,1,1,,1,1,0,5, 
yes,324,Coline Bodenreider,38.2243955881,-76.7553958402,Natural Area 175,0,Coltons Point Park,St Marys,COUNTY,SOUTHERN,0,1,0,0,0,0,0,0,,1,1,0,3,"Park may not called by this name instead ""st clements island state park"""
yes,326,Coline Bodenreider,38.4074375624,-76.7769507116,Picnic 183,0,Country Lakes Park,St Marys,COUNTY,SOUTHERN,0,0,0,0,1,0,1,1,,1,0,0,4,"10 acres of picnic ---- doesnt show up on google search but there is a park near the coordinates however there is definitely not ""10 acres of picnic there"
yes,342,Coline Bodenreider,38.4394580760,-76.7454307603,Natural Area 183,0,Dennison Property,St Marys,COUNTY,SOUTHERN,0,1,0,0,0,0,,,,,,,1,no results on google
yes,348,Coline Bodenreider,38.1688729992,-76.4822186836,Natural Area 169,0,Drayden African-American Schoolhouse,St Marys,COUNTY,SOUTHERN,0,1,0,0,0,0,0,0,,0,0,0,1, 
yes,352,Coline Bodenreider,38.1769028156,-76.3786527529,Hunting 15,0,Elms Beach Park & Environmental Center,St Marys,COUNTY,SOUTHERN,1,0,1,0,1,0,0,0,,1,1,0,5,"346 acres hunting, 20 picnic"
yes,353,Coline Bodenreider,38.2006916520,-76.3774075930,Hunting 16,0,Elms Property,St Marys,COUNTY,SOUTHERN,0,0,1,0,0,0,0,0,,0,0,1,2,544 acres of hunting
yes,356,Coline Bodenreider,38.2285643079,-76.3944363179,Natural Area 176,0,Facchina Property,St Marys,COUNTY,SOUTHERN,0,1,0,0,0,0,,,,,,,1,No information on this propertery besides the fact that it was donated to the state gov by the boy scouts circa 2007
yes,357,Coline Bodenreider,38.2739690967,-76.6070363765,Picnic 193,0,Fairgrounds - St. Mary's County,St Marys,COUNTY,SOUTHERN,0,0,0,0,1,0,0,0,,1,1,0,3,75 acres of picnic
yes,362,Coline Bodenreider,38.3361001874,-76.5925221052,Picnic 177,0,Judge P.H. Dorsey Memorial Park,St Marys,COUNTY,SOUTHERN,1,0,0,0,1,0,1,1,1,1,0,0,6,25 acres of picnic
yes,649,Jameela Rogers,38.2243224251,-76.5076437177,Fishing 105,0,Great Mills Canoe/Kayak Launch,St Marys,COUNTY,SOUTHERN,0,0,0,1,1,1,0,0,,0,0,0,3, 
yes,650,Jameela Rogers,38.2463109304,-76.4900296362,Natural Area 153,0,Great Mills Pool,St Marys,COUNTY,SOUTHERN,0,1,0,0,0,0,0,1,1,1,1,0,5, 
yes,673,Jameela Rogers,38.1735628139,-76.4340263706,Natural Area 182,0,Historic St. Mary's City,St Marys,COUNTY,SOUTHERN,1,1,0,0,1,1,0,0,,1,1,,6, 
yes,678,Jameela Rogers,38.2507689503,-76.5348279881,Natural Area 184,0,Indian Bridge Road Watershed (St. Mary's River Conservation Land),St Marys,COUNTY,SOUTHERN,0,1,0,0,0,0,0,0,,0,0,,1, 
yes,683,Jameela Rogers,38.1981266162,-76.4954818021,Picnic 172,0,Cecil Park (George E. Cecil Memorial Park),St Marys,COUNTY,SOUTHERN,1,0,0,0,1,0,1,1,,1,1,0,6,Deleted number 20 from picnic column
yes,685,Jameela Rogers,38.1648291850,-76.4371410590,Natural Area 174,0,Chancellor's Point Natural History Area,St Marys,COUNTY,SOUTHERN,1,1,0,0,1,0,0,0,,0,0,0,3,Replaced 2 with X in picnic column
yes,686,Jameela Rogers,38.2687143729,-76.4938336799,Picnic 191,0,Chancellor's Run Regional Park,St Marys,COUNTY,SOUTHERN,1,0,0,0,1,0,1,1,,1,1,0,6,Replaced 14 with X in picnic column
yes,687,Jameela Rogers,38.3544911874,-76.5345160621,Fishing 42,0,Forest Landing,St Marys,COUNTY,SOUTHERN,0,0,0,1,1,1,0,0,,0,0,0,3,Replaced 60 with X in fishing column & 2 in picnic column
yes,951,Jewel Aleshire,38.2874288391,-76.6376505695,Picnic 140,0,Leonardtown Wharf Park,St Marys,COUNTY,SOUTHERN,0,0,0,0,1,1,1,0,,1,0,0,4, 
yes,1071,Jewel Aleshire,38.3311172139,-76.6304603841,Natural Area 170,81,McIntosh Run Wildlife Management Area,St Marys,COUNTY,SOUTHERN,0,1,0,0,0,0,0,0,,0,0,0,1, 
yes,1136,Jewel Aleshire,38.1100041109,-76.3376512583,Natural Area 154,0,Murry Road Waterfront Area,St Marys,COUNTY,SOUTHERN,0,1,0,0,0,0,,,,,,,1,no results on google
yes,1140,Jewel Aleshire,38.3264892642,-76.4982187860,Fishing 50,192,Myrtle Point Park,St Marys,COUNTY,SOUTHERN,1,1,0,1,1,0,0,0,1,0,0,0,5, 
yes,1182,Jewel Aleshire,38.2655656413,-76.7670477429,Picnic 185,0,Seventh District Optimist Park,St Marys,COUNTY,SOUTHERN,0,0,0,0,1,0,0,1,,0,0,0,2, 
yes,1183,Jewel Aleshire,38.2901739166,-76.7676294337,Picnic 180,0,Seventh District Park,St Marys,COUNTY,SOUTHERN,0,0,0,0,1,0,1,1,,1,0,0,4, 
yes,1202,Jewel Aleshire,38.3774546644,-76.8528654598,Fishing 49,0,Wicomico Shores Landing,St Marys,COUNTY,SOUTHERN,0,0,0,1,1,0,1,0,,1,0,0,4, 
yes,1265,Samuel Bara-Garcia,38.2458212500,-76.4149961129,Natural Area 178,0,Palm Property,St Marys,COUNTY,SOUTHERN,0,1,0,0,0,0,,,,,,,1,google shows residential property
yes,1281,Samuel Bara-Garcia,38.1468626722,-76.4140282153,Fishing 56,0,Patuxent River Naval Air Station Webster Field,St Marys,COUNTY,SOUTHERN,1,0,1,1,1,0,,,,,,,4,"Its a naval base, probably not public usable"
yes,1287,Samuel Bara-Garcia,38.2553502726,-76.7815481529,Fishing 43,0,Paul Ellis Landing,St Marys,COUNTY,SOUTHERN,0,0,0,1,0,0,0,0,1,1,0,0,3, 
yes,1312,Samuel Bara-Garcia,38.1631918578,-76.5291192244,Natural Area 173,66,Piney Point Aquaculture Center,St Marys,COUNTY,SOUTHERN,0,1,0,0,0,0,,,,,,,1,Its an oyster conservatory not a park
yes,1313,Samuel Bara-Garcia,38.1378106308,-76.5281361738,Picnic 145,2,Piney Point Lighthouse Museum & Park,St Marys,COUNTY,SOUTHERN,0,0,0,0,1,0,0,0,,1,1,0,3, 
yes,1314,Samuel Bara-Garcia,38.1410615170,-76.5057109146,Fishing 44,0,Piney Point Public Landing,St Marys,COUNTY,SOUTHERN,0,0,0,1,1,1,0,0,,1,0,0,4, 
,1343,Samuel Bara-Garcia,38.2916140675,-76.6670463501,Picnic 260,0,Port of Leonardtown Park & Winery,St Marys,COUNTY,SOUTHERN,0,0,0,0,1,0,0,0,1,0,0,,2, 
,1410,Samuel Bara-Garcia,38.2465592137,-76.7779607722,Fishing 45,0,River Springs Landing,St Marys,COUNTY,SOUTHERN,0,0,0,1,0,0,0,0,1,,,1,3, 
,1425,Samuel Bara-Garcia,38.2995596058,-76.6345035161,Picnic 179,0,Robert Miedzinski Park (Leonard Hall Rec. Center),St Marys,COUNTY,SOUTHERN,0,0,0,0,1,0,1,1,1,1,1,0,6, 
,1466,Samuel Bara-Garcia,38.2713931603,-76.5493711411,Hunting 17,1763,Salem State Forest,St Marys,COUNTY,SOUTHERN,1,1,1,0,0,0,0,0,1,0,0,1,5, 
,1480,Samuel Bara-Garcia,38.2600094137,-76.4527008051,Picnic 175,0,John G. Lancaster Park at Willows Road,St Marys,COUNTY,SOUTHERN,1,0,0,0,1,0,0,1,1,1,1,1,7, 
,1483,Samuel Bara-Garcia,38.4052439521,-76.6694604068,Picnic 176,0,John V. Baggett Park at Laurel Grove,St Marys,COUNTY,SOUTHERN,1,0,0,0,1,0,0,1,1,1,1,1,7, 
,1504,Samuel Bara-Garcia,38.2660319692,-76.4605363549,Picnic 178,0,Nicolet Park,St Marys,COUNTY,SOUTHERN,0,0,0,0,1,0,1,1,1,1,0,1,6, 
,1542,Jan-Michael Archer,38.3984997843,-76.5992949169,Fishing 51,0,Snow Hill Park,St Marys,COUNTY,SOUTHERN,0,1,0,1,1,1,0,1,1,1,1,1,9, 
,1558,Jan-Michael Archer,38.2897534644,-76.5503448118,Picnic 186,0,St. Andrews Estate Park,St Marys,COUNTY,SOUTHERN,0,0,0,0,1,0,1,1,1,1,0,1,6,
,1559,Jan-Michael Archer,38.2243865359,-76.7507867467,Fishing 38,0,St. Clement's Island Museum,St Marys,COUNTY,SOUTHERN,0,1,1,1,1,0,0,0,1,,,1,6,
,1561,Jan-Michael Archer,38.2798213250,-76.6979140938,Picnic 187,0,St. Clements Shores Park,St Marys,COUNTY,SOUTHERN,0,0,1,0,1,0,1,1,1,1,,1,7,
,1562,Jan-Michael Archer,38.1085016288,-76.4708487541,Fishing 46,0,St. George's Island Landing,St Marys,COUNTY,SOUTHERN,0,0,0,1,0,1,0,0,1,1,,1,5,
,1563,Jan-Michael Archer,38.1590710201,-76.5181463276,Natural Area 185,0,St. Georges Park,St Marys,COUNTY,SOUTHERN,0,1,0,0,0,0,0,0,1,,,1,3, 
,1564,Jan-Michael Archer,38.1136400110,-76.4200221756,Fishing 47,0,St. Inigoes Public Landing,St Marys,COUNTY,SOUTHERN,0,0,0,1,1,0,0,0,1,0,0,1,4,
,1565,Jan-Michael Archer,38.1247987263,-76.4228573126,Hunting 18,0,St. Inigoes State Forest,St Marys,COUNTY,SOUTHERN,0,1,1,0,0,0,0,0,,,,1,3,
,1566,Jan-Michael Archer,38.1788104297,-76.4378388142,Picnic 257,0,St. Mary's College of Maryland,St Marys,COUNTY,SOUTHERN,0,0,0,0,1,0,0,1,1,1,1,1,6, 
,1567,Jan-Michael Archer,38.2638221000,-76.5264441288,Natural Area 180,0,St. Mary's River Conservation Land,St Marys,COUNTY,SOUTHERN,0,1,0,0,0,0,0,0,1,1,1,1,5, 
,1568,Jan-Michael Archer,38.2842067732,-76.5120542995,Hunting 19,0,St. Mary's River State Park - Wildlands Area,St Marys,COUNTY,SOUTHERN,0,1,1,0,0,0,0,0,0,0,0,1,3,
,1582,Jan-Michael Archer,38.1765355872,-76.5439203526,Fishing 48,0,Tall Timbers Landing,St Marys,COUNTY,SOUTHERN,0,0,0,1,0,0,0,0,1,1,1,1,5,
,1593,Jan-Michael Archer,38.3010372435,-76.4916664639,Picnic 188,0,Town Creek Park,St Marys,COUNTY,SOUTHERN,0,0,0,0,1,0,1,1,1,1,1,1,7,
,1624,Jan-Michael Archer,38.2840745644,-76.6298367222,Picnic 137,0,Camp Calvert Landing,St Marys,COUNTY,SOUTHERN,0,0,0,0,1,0,1,0,1,1,1,1,6,
,1630,Jan-Michael Archer,38.1350189121,-76.3826460892,Picnic 171,0,Cardinal Gibbons Park,St Marys,COUNTY,SOUTHERN,0,0,0,0,1,0,1,1,1,1,1,1,7,
,1634,Jan-Michael Archer,38.2468042901,-76.4223666891,Natural Area 177,0,Fenwick Property,St Marys,COUNTY,SOUTHERN,0,1,0,0,1,0,,,,,,,2, 
,1636,Jan-Michael Archer,38.4733404076,-76.7694287192,Picnic 174,0,Fifth District Park,St Marys,COUNTY,SOUTHERN,1,0,0,0,1,0,1,1,1,1,1,1,8,
,1649,Jan-Michael Archer,38.2572989229,-76.4606322212,Picnic 184,0,Jarboesville Park,St Marys,COUNTY,SOUTHERN,0,0,0,0,1,0,1,1,1,1,1,1,7,Picnic=4
,904,Jameela Rogers,38.3664057161,-76.5310008497,Fishing 338,596,GREENWELL SP,St Marys,SP,SOUTHERN,1,1,1,1,1,1,0,0,0,0,0,1,7, 
,1337,Samuel Bara-Garcia,38.0603958225,-76.3378786956,Fishing 329,1079,POINT LOOKOUT SP,St Marys,SP,SOUTHERN,1,1,1,1,1,1,0,0,0,0,0,1,7, 
,1498,Samuel Bara-Garcia,38.2449290738,-76.7071757138,Fishing 331,794,NEW TOWNE NECK SP,St Marys,SP,SOUTHERN,1,1,1,1,1,1,0,0,0,0,0,1,7, 
,1556,Jan-Michael Archer,38.1241551057,-76.4215464923,Hunting 140,0,ST INIGOES SF,St Marys,SF,SOUTHERN,0,1,1,0,0,1,0,0,0,0,0,1,4, 
,1557,Jan-Michael Archer,38.2680342087,-76.5208398505,Fishing 321,0,ST MARYS RIVER SP,St Marys,SP,SOUTHERN,1,1,1,1,1,1,0,0,0,0,0,1,7, 
,1560,Jan-Michael Archer,38.2119019004,-76.7456523281,Fishing 351,0,ST. CLEMENTS ISLAND SP,St Marys,SP,SOUTHERN,1,1,1,1,1,1,0,0,0,0,0,1,7, 
,215,Menna Kassa,38.5903319096,-76.0443146977,Fishing 352,26,BILL BURTON SP,Talbot,SP,EASTERN,0,1,0,1,1, X,0,0,0,,,1,4, 
,248,Menna Kassa,38.6763718844,-76.3406329528,Natural Area 1040,58,BLACK WALNUT POINT NRMA,Talbot,NRMA,EASTERN,0,1,0,0,0,0,0,0,0,,,1,2, 
,1642,Jan-Michael Archer,38.9402919143,-76.0841105757,Natural Area 1008,0,WYE OAK SP,Talbot,SP,EASTERN,0,1,0,0,1,0,0,0,0,0,0,1,3, 
,20,Menna Kassa,38.7967429278,-76.3097125729,Fishing 301,0,Bayshore Road,Talbot,COUNTY,EASTERN,0,0,0,1,0,1,0,0,0,0,0,,2, 
,68,Menna Kassa,38.6840828381,-76.3316791832,Fishing 295,0.06899999827,Bar Neck Landing,Talbot,COUNTY,EASTERN,0,0,0,1,0,1,0,0,0,0,0,,2, 
,70,Menna Kassa,38.6832988026,-76.3381742623,Fishing 296,0.1230000034,Black walnut Cove - Fairbank Wharf,Talbot,COUNTY,EASTERN,0,0,0,1,0,1,0,0,1,1,0,,4, 
,76,Menna Kassa,38.7623716055,-76.3173585918,Fishing 277,0.3000000119,Sherwood Pier,Talbot,COUNTY,EASTERN,0,0,0,1,0,1,0,0,0,0,0,,2, 
,91,Menna Kassa,38.7534886808,-76.1753620026,Fishing 289,1.580000043,Oak Creek Landing,Talbot,COUNTY,EASTERN,0,0,0,1,0,1,0,0,1,0,0,,3, 
,100,Menna Kassa,38.8911011222,-76.0714180592,Fishing 285,2.339999914,Skipton Creek Landing,Talbot,COUNTY,EASTERN,0,0,0,1,0,1,0,0,0,0,0,1,3, 
,123,Menna Kassa,38.6566456013,-76.0589759774,Picnic 753,4.309999943,Old Trappe Park,Talbot,COUNTY,EASTERN,0,0,0,0,1,0,1,1,1,1,0,1,6, 
,127,Menna Kassa,38.7030023724,-76.1821519068,Picnic 757,4.829999924,Bellevue Park,Talbot,COUNTY,EASTERN,0,0,0,0,1,1,0,1,1,0,0,1,5, 
,144,Menna Kassa,38.7225062911,-76.3329342544,Fishing 275,6.650000095,Back Creek Park,Talbot,COUNTY,EASTERN,1,0,0,1,1,1,1,0,1,1,1,1,9, 
,208,Menna Kassa,38.5904085858,-76.0441772836,Fishing 290,22.45999908,Bill Burton Fishing Pier State Park,Talbot,COUNTY,EASTERN,0,1,0,1,1,1,0,0,0,0,0,,4,Forest
,238,Menna Kassa,38.6232111503,-76.0198936972,Natural Area 908,50,Bolingbroke Park - Izaak Walton League,Talbot,COUNTY,EASTERN,1,1,0,0,1,1,0,0,0,0,0,1,5,Forest
,241,Menna Kassa,38.6729753334,-76.3400288365,Fishing 271,51.70999908,Black Walnut Point,Talbot,COUNTY,EASTERN,0,0,0,1,0,1,0,0,0,0,0,,2, 
,256,Menna Kassa,38.7862962816,-76.2339890958,Picnic 763,81.29000092,"Bradley Park, St. Michaels",Talbot,COUNTY,EASTERN,0,0,0,0,1,0,1,0,1,1,0,1,5, 
,380,Coline Bodenreider,38.7907527085,-76.2978329380,Fishing 279,0.32,Cummings Creek Landing,Talbot,COUNTY,EASTERN,0,0,0,1,0,1,0,0,1,0,,1,4, 
,386,Coline Bodenreider,38.7679522846,-76.0945327126,Fishing 278,0.422,Easton Point Landing,Talbot,COUNTY,EASTERN,0,0,0,1,0,1,0,0,1,,,1,4, 
,395,Coline Bodenreider,38.7808133529,-75.9665068604,Fishing 293,0.93,Kingston Landing,Talbot,COUNTY,EASTERN,0,0,0,1,0,1,0,0,,0,0,1,3, 
,409,Coline Bodenreider,38.8378118575,-76.2817627173,Fishing 283,1.91,Claiborne Jetty,Talbot,COUNTY,EASTERN,0,0,0,1,0,1,0,0,,,,1,3, 
,418,Coline Bodenreider,38.7125467969,-76.3355991184,Fishing 273,2.83,Dogwood Harbor,Talbot,COUNTY,EASTERN,0,0,0,1,0,1,0,0,1,0,,,3, 
,447,Coline Bodenreider,38.8792579767,-75.9964902313,Fishing 284,4.73,Cordova Park,Talbot,COUNTY,EASTERN,1,0,0,1,1,0,1,1,1,1,,1,8, 
,464,Coline Bodenreider,38.8731742905,-75.9453949656,Fishing 288,6.37,Covys Landing,Talbot,COUNTY,EASTERN,0,0,0,1,0,1,0,0,1,,,1,4, 
,479,Coline Bodenreider,38.8372878962,-76.2802508836,Fishing 299,8.5,Claiborne Landing,Talbot,COUNTY,EASTERN,0,0,0,1,0,1,0,0,1,,1,1,5, 
,521,Coline Bodenreider,38.7518401545,-76.0616421828,Natural Area 909,19.8,Corbin Neighborhood Park,Talbot,COUNTY,EASTERN,0,1,0,0,1,0,1,1,0,1,,1,6, 
,700,Jameela Rogers,38.7601259594,-76.2682460916,Fishing 276,0.1930000037,Grace Creek Landing,Talbot,COUNTY,EASTERN,0,0,0,1,0,1,0,0,1,,,1,4, 
,734,Jameela Rogers,38.7988075643,-76.0542253912,Picnic 767,3.309999943,Chapel East Neighborhood Park,Talbot,COUNTY,EASTERN,0,0,0,0,1,0,1,0,0,,,1,3, 
,765,Jameela Rogers,38.6834954820,-76.1699676916,Water Recreation 393,7.849999905,"Causeway Park, Oxford",Talbot,COUNTY,EASTERN,0,0,0,0,0,1,0,1,1,,,1,4, 
,772,Jameela Rogers,38.7633755780,-76.0720703607,Trail 847,10,"Idlewild Park, Easton",Talbot,COUNTY,EASTERN,1,0,0,0,0,0,1,1,1,,,1,5, 
,788,Jameela Rogers,38.6632446197,-76.0638882252,Picnic 754,12.40999985,Home Run Baker Park,Talbot,COUNTY,EASTERN,1,0,0,0,1,0,1,1,1,1,,1,7, 
,814,Jameela Rogers,38.8634541463,-76.0080657562,Trail 852,19.95999908,Chapel Elementary School,Talbot,COUNTY,EASTERN,1,0,0,0,0,0,1,1,1,1,1,1,7, 
,891,Jameela Rogers,38.8273644966,-76.0526268522,Picnic 769,275.8599854,Hog Neck Golf Course,Talbot,COUNTY,EASTERN,1,0,0,0,1,0,0,1,1,1,1,0,6, 
,946,Jewel Aleshire,38.8214707948,-76.1677716563,Fishing 281,0.5400000215,Leeds Creek Landing,Talbot,COUNTY,EASTERN,0,0,0,1,0,1,0,0,,,,1,3,*Name comes up as Tunis Mills Bridge Landing
,953,Jewel Aleshire,38.9124802469,-75.9529521082,Fishing 287,66.95999908,Lewistown Road Park,Talbot,COUNTY,EASTERN,0,1,0,1,1,1,0,0,0,,,1,5, 
,1004,Jewel Aleshire,38.7657629986,-76.3269294534,Fishing 292,0.05600000173,Lowes Wharf Landing,Talbot,COUNTY,EASTERN,0,0,0,1,0,1,0,0,1,,,1,4, 
,1057,Jewel Aleshire,38.7824358125,-76.0472553832,Picnic 762,3.390000105,Matthewstown Run Park Easton,Talbot,COUNTY,EASTERN,0,0,0,0,1,0,1,1,1,1,,1,6, 
,1097,Jewel Aleshire,38.7924944778,-76.1246038182,Fishing 280,3.319999933,Miles River Bridge Landing,Talbot,COUNTY,EASTERN,0,0,0,1,0,1,0,0,1,,,1,4, 
,1114,Jewel Aleshire,38.9091057872,-76.0689244020,Natural Area 905,156.3899994,MOS - Mill Creek Sanctuary,Talbot,COUNTY,EASTERN,0,1,0,0,0,0,0,0,0,0,0,1,2, 
,1116,Jewel Aleshire,38.7717303056,-76.0861705593,Picnic 781,12.2,"Moton Park, Easton",Talbot,COUNTY,EASTERN,1,0,0,0,1,0,1,1,1,1,,1,7, 
,1134,Jewel Aleshire,38.7868739262,-76.0567434542,Picnic 764,3.160000086,Mulberry Station Neighborhood Park,Talbot,COUNTY,EASTERN,0,0,0,0,1,0,1,0,1,1,,1,5, 
,1137,Jewel Aleshire,38.7851682478,-76.2224473608,Water Recreation 402,0.4099999964,"Muskrat Park, St. Michaels",Talbot,COUNTY,EASTERN,0,0,0,0,0,1,1,0,1,1,0,1,5,
,1153,Jewel Aleshire,38.7696301644,-75.9791559891,Natural Area 901,249.7400055,Nature Conservancy - King's Creek,Talbot,COUNTY,EASTERN,1,1,0,0,0,0,0,0,0,0,0,1,3, 
,1154,Jewel Aleshire,38.8253798954,-76.1048029290,Natural Area 903,105.8899994,Nature Conservancy - Third Haven Woods,Talbot,COUNTY,EASTERN,0,1,0,0,0,0,0,0,0,0,0,1,2, 
,1167,Jewel Aleshire,38.7202618281,-76.2774556748,Fishing 274,7.210000038,Neavitt Landing,Talbot,COUNTY,EASTERN,0,0,0,1,0,1,0,0,1,0,,1,4, 
,1168,Jewel Aleshire,38.7245476084,-76.2856629768,Picnic 759,3.460000038,Neavitt Park,Talbot,COUNTY,EASTERN,0,0,0,0,1,0,1,1,1,1,,1,6, 
,1170,Jewel Aleshire,38.8311783469,-75.9147088575,Fishing 282,0.6100000143,New Bridge Landing,Talbot,COUNTY,EASTERN,0,0,0,1,0,1,0,0,1,0,0,1,4, 
,1178,Jewel Aleshire,38.7488188633,-76.0367681289,Natural Area 900,124.5,Seth Demonstration Forest,Talbot,COUNTY,EASTERN,0,1,0,0,1,0,0,0,0,0,0,1,3, 
,1225,Jewel Aleshire,38.6839040209,-75.9746109494,Fishing 291,1,Windy Hill Landing,Talbot,COUNTY,EASTERN,0,0,0,1,0,1,0,0,1,0,0,1,4, 
,1231,Jewel Aleshire,38.7924766382,-76.2956732296,Picnic 779,4.46999979,Wittman Park,Talbot,COUNTY,EASTERN,0,0,0,0,1,0,1,1,1,1,0,1,6, 
,1247,Jewel Aleshire,38.8922993054,-76.1028863730,Fishing 286,0.55400002,Wye Landing,Talbot,COUNTY,EASTERN,0,0,0,1,0,1,0,0,1,,,1,4, 
,1255,Samuel Bara-Garcia,38.6888704860,-76.1734477279,Fishing 272,2.029999971,"Oxford Community Park, Oxford",Talbot,COUNTY,EASTERN,0,0,0,1,1,0,0,0,1,0,,1,4, 
,1256,Samuel Bara-Garcia,38.6819975771,-76.1619059649,Natural Area 899,86.08000183,Oxford Conservation Park,Talbot,COUNTY,EASTERN,1,1,0,0,1,0,1,0,1,1,0,1,7,*Shows up Back Creek Community Park
